country_code,sector,year,question_code,question_text_2023,response,response_score
LUX,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
MEX,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NLD,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NZL,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NOR,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
POL,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
PRT,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SVK,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
SVN,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ESP,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SWE,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CHE,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
TUR,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
GBR,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA2,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BGR,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CYP,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
HRV,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
MLT,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
PER,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ROU,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ZAF,Energy,2018,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
AUT,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
AUS,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BEL,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CAN,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CHL,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
COL,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CRI,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CZE,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
DNK,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
EST,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
FIN,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
FRA,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
DEU,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
GRC,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
HUN,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ISL,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
IRL,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ISR,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ITA,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
JPN,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
KOR,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
LVA,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
LTU,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
LUX,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
MEX,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NLD,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NZL,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
NOR,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
POL,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
PRT,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SVK,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SVN,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ESP,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
SWE,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CHE,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
TUR,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
GBR,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BRA2,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
BGR,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
CYP,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
HRV,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
MLT,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,no/not applicable,NA
PER,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ROU,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
ZAF,Energy,2023,Q1b.b.11_ii,Are the following legislative requirements in place to enhance the transparency of the regulator's activities (with confidential and commercially sensitive information appropriately removed if needed)? - Public consultation on relevant activities,yes,NA
AUT,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUS,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
BEL,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CAN,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CHL,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
COL,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CRI,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CZE,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
DNK,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
EST,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
FIN,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
FRA,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
DEU,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
GRC,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
HUN,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ISL,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
IRL,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ISR,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
ITA,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
JPN,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
KOR,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
LVA,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LTU,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LUX,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MEX,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
NLD,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
NZL,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
NOR,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
POL,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
PRT,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SVK,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SVN,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ESP,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SWE,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CHE,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
TUR,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
GBR,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA2,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
BGR,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CYP,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
HRV,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MLT,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
PER,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ROU,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ZAF,E-Communications,2018,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUT,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUS,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
BEL,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CAN,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CHL,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
COL,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CRI,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CZE,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
DNK,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
EST,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
FIN,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
FRA,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
DEU,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
GRC,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
HUN,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ISL,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
IRL,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ISR,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
ITA,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
JPN,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
KOR,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
LVA,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LTU,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
LUX,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MEX,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
NLD,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
NZL,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
NOR,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
POL,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
PRT,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SVK,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SVN,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ESP,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
SWE,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CHE,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,no,0
TUR,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
GBR,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
BRA2,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,.,NA
BGR,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
CYP,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
HRV,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
MLT,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
PER,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ROU,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
ZAF,E-Communications,2023,Q2b.a.21,Is the source of the financial budget stated in the establishing legislation?,yes,6
AUT,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
AUS,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
BEL,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CAN,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
CHL,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
COL,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CRI,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
CZE,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
DNK,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
EST,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
FIN,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
FRA,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
DEU,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
GRC,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
HUN,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
ISL,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
IRL,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ISR,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
ITA,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
JPN,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
KOR,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
LVA,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
LTU,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
LUX,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
MEX,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
NLD,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
NZL,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
NOR,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
POL,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
PRT,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
SVK,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
SVN,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ESP,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
SWE,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
CHE,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
TUR,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
GBR,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
BRA,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
BRA2,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",.,NA
BGR,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CYP,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
HRV,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
MLT,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
PER,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ROU,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
ZAF,E-Communications,2018,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
AUT,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
AUS,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
BEL,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CAN,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",both,NA
CHL,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
COL,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CRI,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",fees,NA
CZE,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
DNK,E-Communications,2023,Q2b.a.22,"Is the regulator funded through fees, the national budget or a mix of both?",national budget,NA
